status	name	orig_addr	orig_size	new_addr	new_size	md_file
MISSING	BN_MONT_CTX_free	0x88505b0	0x45			
MISSING	BN_MONT_CTX_init	0x8850340	0x49			
MISSING	BN_MONT_CTX_new	0x88509d0	0x6b			
MISSING	BN_MONT_CTX_set	0x8850390	0x21b			
MISSING	BN_MONT_CTX_set_locked	0x8850a40	0x1a5			
MISSING	BN_RECP_CTX_free	0x884fdc0	0x3d			
MISSING	BN_RECP_CTX_init	0x884fe00	0x2e			
MISSING	BN_RECP_CTX_new	0x884fe30	0x50			
MISSING	BN_RECP_CTX_set	0x884fd60	0x5d			
MISSING	BN_add	0x87fb190	0x1ab			
MISSING	BN_add_word	0x88004d0	0x111			
MISSING	BN_asc2bn	0x87ff510	0x7d			
MISSING	BN_bin2bn	0x87fc0a0	0x1c3			
MISSING	BN_bn2bin	0x87fbf00	0xc8			
MISSING	BN_bn2dec	0x87ff780	0x249			
MISSING	BN_bn2hex	0x87ff590	0x1e4			
MISSING	BN_bntest_rand	0x884f640	0x22			
MISSING	BN_clear	0x87fbb40	0x3b			
MISSING	BN_clear_bit	0x87fb960	0x6c			
MISSING	BN_clear_free	0x87fbe80	0x7c			
MISSING	BN_cmp	0x87fb870	0xe2			
MISSING	BN_copy	0x87fc3d0	0x13e			
MISSING	BN_dec2bn	0x87ff160	0x19e			
MISSING	BN_div	0x884c6f0	0x783			
MISSING	BN_div_recp	0x884fe80	0x36d			
MISSING	BN_div_word	0x88005f0	0x100			
MISSING	BN_dup	0x87fc510	0x212			
MISSING	BN_exp	0x884dc30	0x17f			
MISSING	BN_free	0x87fbbb0	0x4a			
MISSING	BN_from_montgomery	0x88508b0	0x66			
MISSING	BN_from_montgomery_word	0x8850600	0x2a9			
MISSING	BN_gcd	0x8801a00	0x194			
MISSING	BN_generate_prime_ex	0x887f8e0	0x7d8			
MISSING	BN_get0_nist_prime_192	0x88879f0	0x6			
MISSING	BN_get0_nist_prime_224	0x8887a00	0x6			
MISSING	BN_get0_nist_prime_256	0x8887a10	0x6			
MISSING	BN_get0_nist_prime_384	0x8887a20	0x6			
MISSING	BN_get0_nist_prime_521	0x8887a30	0x6			
MISSING	BN_get_params	0x87fb630	0x3c			
MISSING	BN_get_word	0x87fb7d0	0x1b			
MISSING	BN_hex2bn	0x87ff300	0x207			
MISSING	BN_init	0x87fbb80	0x27			
MISSING	BN_is_bit_set	0x87fb9d0	0x37			
MISSING	BN_is_prime_ex	0x887f8a0	0x33			
MISSING	BN_is_prime_fasttest_ex	0x887f340	0x55c			
MISSING	BN_kronecker	0x887e6e0	0x230			
MISSING	BN_lshift	0x88000e0	0x185			
MISSING	BN_lshift1	0x8800010	0xcb			
MISSING	BN_mask_bits	0x87fba10	0x78			
MISSING	BN_mod_add	0x884edf0	0xac			
MISSING	BN_mod_add_quick	0x884ed70	0x71			
MISSING	BN_mod_exp	0x884ea00	0xc4			
MISSING	BN_mod_exp2_mont	0x8850bf0	0x812			
MISSING	BN_mod_exp_mont	0x884e490	0x56f			
MISSING	BN_mod_exp_mont_consttime	0x884ddb0	0x6d7			
MISSING	BN_mod_exp_mont_word	0x884d290	0x4f2			
MISSING	BN_mod_exp_recp	0x884d790	0x499			
MISSING	BN_mod_exp_simple	0x884ce80	0x405			
