type	size	addr	mangled	demangled	obj
T	0xa	0x80b3356	_ZN31Dispatcher_PrecheckSoloTeleport11check_errorEP5CUserR8MSG_BASE	Dispatcher_PrecheckSoloTeleport::check_error(CUser*, MSG_BASE&)	home/wangyilei/dnf_workspace/dnf_decompile/source/DNFServer/GameServer/Game/Dispatchers.cpp.o
T	0xa	0x80b3462	_ZN31Dispatcher_Register_Quick_Party11check_errorEP5CUserR8MSG_BASE	Dispatcher_Register_Quick_Party::check_error(CUser*, MSG_BASE&)	home/wangyilei/dnf_workspace/dnf_decompile/source/DNFServer/GameServer/Game/Dispatchers.cpp.o
T	0xa	0x80b3a4e	_ZN32Dispatcher_RepairDisjointMachine11check_errorEP5CUserR8MSG_BASE	Dispatcher_RepairDisjointMachine::check_error(CUser*, MSG_BASE&)	home/wangyilei/dnf_workspace/dnf_decompile/source/DNFServer/GameServer/Game/Dispatchers.cpp.o
T	0xa	0x80b43ea	_ZN33Dispatcher_UpgradeDisjointMachine11check_errorEP5CUserR8MSG_BASE	Dispatcher_UpgradeDisjointMachine::check_error(CUser*, MSG_BASE&)	home/wangyilei/dnf_workspace/dnf_decompile/source/DNFServer/GameServer/Game/Dispatchers.cpp.o
T	0xa	0x80b4ade	_ZN35Dispatcher_Enchant_3rdChronicleItem11check_stateEv	Dispatcher_Enchant_3rdChronicleItem::check_state()	home/wangyilei/dnf_workspace/dnf_decompile/source/DNFServer/GameServer/Game/Dispatchers.cpp.o
T	0xa	0x80b4fb8	_ZN35Dispatcher_Select_Item_Grwoth_Power11check_errorEP5CUserR8MSG_BASE	Dispatcher_Select_Item_Grwoth_Power::check_error(CUser*, MSG_BASE&)	home/wangyilei/dnf_workspace/dnf_decompile/source/DNFServer/GameServer/Game/Dispatchers.cpp.o
T	0xa	0x80b55ca	_ZN37Dispatcher_RequestIngameAdvertisement24sendRewardItemSystemMailEv	Dispatcher_RequestIngameAdvertisement::sendRewardItemSystemMail()	home/wangyilei/dnf_workspace/dnf_decompile/source/DNFServer/GameServer/Game/Dispatchers.cpp.o
T	0xa	0x80b56cc	_ZN38Dispatcher_Direct_Entrance_Quick_Party11check_errorEP5CUserR8MSG_BASE	Dispatcher_Direct_Entrance_Quick_Party::check_error(CUser*, MSG_BASE&)	home/wangyilei/dnf_workspace/dnf_decompile/source/DNFServer/GameServer/Game/Dispatchers.cpp.o
T	0xa	0x80b617c	_ZN45Dispatcher_Select_3rdChronicleItem_ForEnchant11check_stateEv	Dispatcher_Select_3rdChronicleItem_ForEnchant::check_state()	home/wangyilei/dnf_workspace/dnf_decompile/source/DNFServer/GameServer/Game/Dispatchers.cpp.o
T	0xa	0x80b6222	_ZN47Dispatcher_GrowthCreatureChangeInfinityCreature13process_eventEv	Dispatcher_GrowthCreatureChangeInfinityCreature::process_event()	home/wangyilei/dnf_workspace/dnf_decompile/source/DNFServer/GameServer/Game/Dispatchers.cpp.o
T	0xa	0x80b620e	_ZN47Dispatcher_GrowthCreatureChangeInfinityCreature17check_error_eventEv	Dispatcher_GrowthCreatureChangeInfinityCreature::check_error_event()	home/wangyilei/dnf_workspace/dnf_decompile/source/DNFServer/GameServer/Game/Dispatchers.cpp.o
T	0x5	0x813f0f5	_ZN4ARAD10DISPATCHER25make_cmd_packetheader_jpnER11PacketGuardii	ARAD::DISPATCHER::make_cmd_packetheader_jpn(PacketGuard&, int, int)	home/wangyilei/dnf_workspace/dnf_decompile/source/DNFServer/GameServer/Game/CUser.cpp.o
T	0xa	0x80b6334	_ZN4ARAD10DISPATCHER26Dispatcher_AvartarRoulette14checkWorkStateEP5CUser	ARAD::DISPATCHER::Dispatcher_AvartarRoulette::checkWorkState(CUser*)	home/wangyilei/dnf_workspace/dnf_decompile/source/DNFServer/GameServer/Game/Dispatchers.cpp.o
T	0xa	0x80b6458	_ZN4ARAD10DISPATCHER28Dispatcher_AradAvatarConvert14checkWorkStateEP5CUser	ARAD::DISPATCHER::Dispatcher_AradAvatarConvert::checkWorkState(CUser*)	home/wangyilei/dnf_workspace/dnf_decompile/source/DNFServer/GameServer/Game/Dispatchers.cpp.o
T	0xa	0x80b64ea	_ZN4ARAD10DISPATCHER29Dispatcher_AradEmblemCompound14checkWorkStateEP5CUser	ARAD::DISPATCHER::Dispatcher_AradEmblemCompound::checkWorkState(CUser*)	home/wangyilei/dnf_workspace/dnf_decompile/source/DNFServer/GameServer/Game/Dispatchers.cpp.o
T	0xa	0x80b657c	_ZN4ARAD10DISPATCHER31Dispatcher_AradJumpingCharacter14checkWorkStateEP5CUser	ARAD::DISPATCHER::Dispatcher_AradJumpingCharacter::checkWorkState(CUser*)	home/wangyilei/dnf_workspace/dnf_decompile/source/DNFServer/GameServer/Game/Dispatchers.cpp.o
T	0xa	0x80b660e	_ZN4ARAD10DISPATCHER32Dispatcher_AradUseAvatarRecharge14checkWorkStateEP5CUser	ARAD::DISPATCHER::Dispatcher_AradUseAvatarRecharge::checkWorkState(CUser*)	home/wangyilei/dnf_workspace/dnf_decompile/source/DNFServer/GameServer/Game/Dispatchers.cpp.o
T	0xa	0x80b6728	_ZN4ARAD10DISPATCHER36Dispatcher_AvartarHiddenOptionChange14checkWorkStateEP5CUser	ARAD::DISPATCHER::Dispatcher_AvartarHiddenOptionChange::checkWorkState(CUser*)	home/wangyilei/dnf_workspace/dnf_decompile/source/DNFServer/GameServer/Game/Dispatchers.cpp.o
T	0xa	0x80b6842	_ZN4ARAD23Arad_Dispatcher_Manager11db_dispatchEv	ARAD::Arad_Dispatcher_Manager::db_dispatch()	home/wangyilei/dnf_workspace/dnf_decompile/source/DNFServer/GameServer/Game/Dispatchers.cpp.o
T	0xa	0x80b684c	_ZN4ARAD23Arad_Dispatcher_Manager14inter_dispatchEv	ARAD::Arad_Dispatcher_Manager::inter_dispatch()	home/wangyilei/dnf_workspace/dnf_decompile/source/DNFServer/GameServer/Game/Dispatchers.cpp.o
T	0xa	0x80b6860	_ZN4ARAD23Arad_Dispatcher_Manager19register_dispatcherEv	ARAD::Arad_Dispatcher_Manager::register_dispatcher()	home/wangyilei/dnf_workspace/dnf_decompile/source/DNFServer/GameServer/Game/Dispatchers.cpp.o
T	0xa	0x80b686a	_ZN4ARAD23Arad_Dispatcher_Manager21unregister_dispatcherEv	ARAD::Arad_Dispatcher_Manager::unregister_dispatcher()	home/wangyilei/dnf_workspace/dnf_decompile/source/DNFServer/GameServer/Game/Dispatchers.cpp.o
T	0x5	0x8257217	_ZN4ARAD23notifyOpenMessageDialogEP5CUseriiR22AradServerStateMessage	ARAD::notifyOpenMessageDialog(CUser*, int, int, AradServerStateMessage&)	home/wangyilei/dnf_workspace/dnf_decompile/source/DNFServer/GameServer/Game/ARAD.cpp.o
T	0xa	0x80b68e8	_ZN4ARAD26Arad_Dispatcher_Login_Impl11db_dispatchEv	ARAD::Arad_Dispatcher_Login_Impl::db_dispatch()	home/wangyilei/dnf_workspace/dnf_decompile/source/DNFServer/GameServer/Game/Dispatchers.cpp.o
T	0xa	0x80b68f2	_ZN4ARAD26Arad_Dispatcher_Login_Impl14inter_dispatchEv	ARAD::Arad_Dispatcher_Login_Impl::inter_dispatch()	home/wangyilei/dnf_workspace/dnf_decompile/source/DNFServer/GameServer/Game/Dispatchers.cpp.o
