name	demangled	orig_type	orig_size	new_size	class	overlap	origin	in_orig
_ZN15CAbstractSocketILi4096ELi4096EE19SetRecvBufferOffsetEi	CAbstractSocket<4096, 4096>::SetRecvBufferOffset(int)	W	241	241	NEAR	1.0000	project	1
_ZN15CAbstractSocketILi4096ELi4096EE22CreateConnectionSocketEPKci	CAbstractSocket<4096, 4096>::CreateConnectionSocket(char const*, int)	W	190	183	DIFF	0.9796	project	1
_ZN15CAbstractSocketILi4096ELi4096EE26AddTriggerSessionEventTypeEi	CAbstractSocket<4096, 4096>::AddTriggerSessionEventType(int)	W	28	28	IDENTICAL	1.0000	project	1
_ZN15CAbstractSocketILi4096ELi4096EE26GetTriggerSessionEventTypeEv	CAbstractSocket<4096, 4096>::GetTriggerSessionEventType()	W	14	14	IDENTICAL	1.0000	project	1
_ZN15CAbstractSocketILi4096ELi4096EE26SetTriggerSessionEventTypeEi	CAbstractSocket<4096, 4096>::SetTriggerSessionEventType(int)	W	17	17	IDENTICAL	1.0000	project	1
_ZN15CAbstractSocketILi4096ELi4096EE5ResetEv	CAbstractSocket<4096, 4096>::Reset()	W	142	142	NEAR	1.0000	project	1
_ZN15CAbstractSocketILi4096ELi4096EE9GetSocketEv	CAbstractSocket<4096, 4096>::GetSocket()	W	10	10	IDENTICAL	1.0000	project	1
_ZN15CAbstractSocketILi4096ELi4096EE9SetSocketEib	CAbstractSocket<4096, 4096>::SetSocket(int, bool)	W	58	58	NEAR	1.0000	project	1
_ZN15CAbstractSocketILi4096ELi4096EEC1Ev	CAbstractSocket<4096, 4096>::CAbstractSocket()	W	84	84	NEAR	1.0000	project	1
_ZN15CAbstractSocketILi4096ELi4096EEC2Ev	CAbstractSocket<4096, 4096>::CAbstractSocket()	W	84	84	NEAR	1.0000	project	1
_ZN15CAbstractSocketILi4096ELi4096EED1Ev	CAbstractSocket<4096, 4096>::~CAbstractSocket()	W	5	5	IDENTICAL	1.0000	project	1
_ZN15CAbstractSocketILi4096ELi4096EED2Ev	CAbstractSocket<4096, 4096>::~CAbstractSocket()	W	5	5	IDENTICAL	1.0000	project	1
_ZN15CNetworkSession10DisconnectEv	CNetworkSession::Disconnect()	T	102	102	NEAR	1.0000	project	1
_ZN15CNetworkSession18CreateListenSocketEiPKc	CNetworkSession::CreateListenSocket(int, char const*)	T	191	191	NEAR	1.0000	project	1
_ZN15CNetworkSession4SendEPKci	CNetworkSession::Send(char const*, int)	T	54	54	NEAR	1.0000	project	1
_ZN15CNetworkSession6OnRecvEv	CNetworkSession::OnRecv()	T	148	148	NEAR	1.0000	project	1
_ZN15CNetworkSession6OnSendEv	CNetworkSession::OnSend()	T	98	98	NEAR	1.0000	project	1
_ZN15CNetworkSession7ConnectEPKci	CNetworkSession::Connect(char const*, int)	T	310	309	DIFF	0.9888	project	1
_ZN15CNetworkSession7OnErrorEv	CNetworkSession::OnError()	T	73	73	NEAR	1.0000	project	1
_ZN15CNetworkSession7ParsingEPKci	CNetworkSession::Parsing(char const*, int)	T	124	131	DIFF	0.9388	project	1
_ZN15CNetworkSession8OnAcceptEv	CNetworkSession::OnAccept()	T	204	204	NEAR	1.0000	project	1
_ZN15CNetworkSession8dispatchEP12PacketHeader	CNetworkSession::dispatch(PacketHeader*)	T	115	121	DIFF	0.8974	project	1
_ZN15CNetworkSession8get_typeEv	CNetworkSession::get_type()	W	14	14	IDENTICAL	1.0000	project	1
_ZN15CNetworkSession8set_typeE17ENUM_SESSION_TYPE	CNetworkSession::set_type(ENUM_SESSION_TYPE)	W	17	17	IDENTICAL	1.0000	project	1
_ZN15CNetworkSession9OnConnectEv	CNetworkSession::OnConnect()	T	47	47	NEAR	1.0000	project	1
_ZN15CNetworkSessionC1Ev	CNetworkSession::CNetworkSession()	T	19	19	NEAR	1.0000	project	1
_ZN15CNetworkSessionC2Ev	CNetworkSession::CNetworkSession()	T	19	19	NEAR	1.0000	project	1
_ZN15CNetworkSessionD1Ev	CNetworkSession::~CNetworkSession()	T	19	19	NEAR	1.0000	project	1
_ZN15CNetworkSessionD2Ev	CNetworkSession::~CNetworkSession()	T	19	19	NEAR	1.0000	project	1
_ZN15CNetworkSessiondlEPvj	CNetworkSession::operator delete(void*, unsigned int)	T	27	27	NEAR	1.0000	project	1
_ZN15CNetworkSessionnwEj	CNetworkSession::operator new(unsigned int)	T	20	20	NEAR	1.0000	project	1
_ZN15CProcessManager13check_pidfileEPKc	CProcessManager::check_pidfile(char const*)	T	112	112	NEAR	1.0000	project	1
_ZN15CProcessManager18SendShutdownSignalEPKc	CProcessManager::SendShutdownSignal(char const*)	T	268	268	NEAR	1.0000	project	1
_ZN15CProcessManager6DaemonEv	CProcessManager::Daemon()	T	81	81	NEAR	1.0000	project	1
_ZN15CProcessManager8WritePIDEPKc	CProcessManager::WritePID(char const*)	T	261	261	NEAR	1.0000	project	1
_ZN15CProcessManager8_makeDirEPc	CProcessManager::_makeDir(char*)	T	47	47	NEAR	1.0000	project	1
_ZN15CProcessManagerC1Ev	CProcessManager::CProcessManager()	T	5	5	IDENTICAL	1.0000	project	1
_ZN15CProcessManagerC2Ev	CProcessManager::CProcessManager()	T	5	5	IDENTICAL	1.0000	project	1
_ZN15CProcessManagerD1Ev	CProcessManager::~CProcessManager()	T	5	5	IDENTICAL	1.0000	project	1
_ZN15CProcessManagerD2Ev	CProcessManager::~CProcessManager()	T	5	5	IDENTICAL	1.0000	project	1
_ZN15CSessionManager13SendHeartbeatEPKci	CSessionManager::SendHeartbeat(char const*, int)	T	10	10	IDENTICAL	1.0000	project	1
_ZN15CSessionManager15RegisterSessionEP15CNetworkSession17ENUM_SESSION_TYPE	CSessionManager::RegisterSession(CNetworkSession*, ENUM_SESSION_TYPE)	T	25	25	NEAR	1.0000	project	1
_ZN15CSessionManager17UnregisterSessionEP15CNetworkSession17ENUM_SESSION_TYPE	CSessionManager::UnregisterSession(CNetworkSession*, ENUM_SESSION_TYPE)	T	56	56	NEAR	1.0000	project	1
_ZN15CSessionManager19GetPacketDispatcherEv	CSessionManager::GetPacketDispatcher()	W	11	11	IDENTICAL	1.0000	project	1
_ZN15CSessionManager29SendPacketToConnectingSessionEPKciS1_i	CSessionManager::SendPacketToConnectingSession(char const*, int, char const*, int)	T	176	176	NEAR	1.0000	project	1
_ZN15CSessionManagerC1Ev	CSessionManager::CSessionManager()	T	269	269	NEAR	1.0000	project	1
_ZN15CSessionManagerC2Ev	CSessionManager::CSessionManager()	T	269	269	NEAR	1.0000	project	1
_ZN15CSessionManagerD0Ev	CSessionManager::~CSessionManager()	T	30	30	NEAR	1.0000	project	1
_ZN15CSessionManagerD1Ev	CSessionManager::~CSessionManager()	T	154	154	NEAR	1.0000	project	1
_ZN15CSessionManagerD2Ev	CSessionManager::~CSessionManager()	T	154	154	NEAR	1.0000	project	1
_ZN15ISessionManagerC1Ev	ISessionManager::ISessionManager()	W	14	14	NEAR	1.0000	project	1
_ZN15ISessionManagerC2Ev	ISessionManager::ISessionManager()	W	14	14	NEAR	1.0000	project	1
_ZN15global_function5sleepEi	global_function::sleep(int)	T	25	25	NEAR	1.0000	project	1
_ZN16STPvPBuddyDBInfoC1Ev	STPvPBuddyDBInfo::STPvPBuddyDBInfo()	W	92	92	NEAR	1.0000	project	1
_ZN16STPvPBuddyDBInfoC2Ev	STPvPBuddyDBInfo::STPvPBuddyDBInfo()	W	92	92	NEAR	1.0000	project	1
_ZN16STPvPBuddyDBInfoD1Ev	STPvPBuddyDBInfo::~STPvPBuddyDBInfo()	W	5	5	IDENTICAL	1.0000	project	1
_ZN16STPvPBuddyDBInfoD2Ev	STPvPBuddyDBInfo::~STPvPBuddyDBInfo()	W	5	5	IDENTICAL	1.0000	project	1
_ZN17CConfigFileReader12CheckCommandEPc	CConfigFileReader::CheckCommand(char*)	T	174	174	NEAR	1.0000	project	1
_ZN17CConfigFileReader14ReadConfigFileEPKc	CConfigFileReader::ReadConfigFile(char const*)	T	172	172	NEAR	1.0000	project	1
_ZN17CConfigFileReader4TrimEPc	CConfigFileReader::Trim(char*)	T	261	246	DIFF	0.8750	project	1
_ZN17CConfigFileReader5ParseEPc	CConfigFileReader::Parse(char*)	T	477	477	NEAR	1.0000	project	1
_ZN17CConfigFileReader7GetLineEP8_IO_FILEPc	CConfigFileReader::GetLine(_IO_FILE*, char*)	T	205	205	NEAR	1.0000	project	1
_ZN17CConfigFileReader7add_tagEPKc	CConfigFileReader::add_tag(char const*)	T	146	146	NEAR	1.0000	project	1
_ZN17CConfigFileReader9get_valueEPKc	CConfigFileReader::get_value(char const*)	T	268	262	DIFF	0.9767	project	1
_ZN17CConfigFileReaderC1Ev	CConfigFileReader::CConfigFileReader()	T	69	69	NEAR	1.0000	project	1
_ZN17CConfigFileReaderC2Ev	CConfigFileReader::CConfigFileReader()	T	69	69	NEAR	1.0000	project	1
_ZN17CConfigFileReaderD1Ev	CConfigFileReader::~CConfigFileReader()	T	69	69	NEAR	1.0000	project	1
_ZN17CConfigFileReaderD2Ev	CConfigFileReader::~CConfigFileReader()	T	69	69	NEAR	1.0000	project	1
_ZN17CPacketDispatcher14get_dispatcherEt	CPacketDispatcher::get_dispatcher(unsigned short)	W	107	107	NEAR	1.0000	project	1
_ZN17CPacketDispatcher15register_packetEtPFiP15ISessionManagerP15CNetworkSessionP12PacketHeaderE	CPacketDispatcher::register_packet(unsigned short, int (*)(ISessionManager*, CNetworkSession*, PacketHeader*))	W	89	89	NEAR	1.0000	project	1
_ZN17CPacketDispatcherC1Ev	CPacketDispatcher::CPacketDispatcher()	T	19	19	NEAR	1.0000	project	1
_ZN17CPacketDispatcherC2Ev	CPacketDispatcher::CPacketDispatcher()	T	19	19	NEAR	1.0000	project	1
_ZN17CPacketDispatcherD1Ev	CPacketDispatcher::~CPacketDispatcher()	T	19	19	NEAR	1.0000	project	1
_ZN17CPacketDispatcherD2Ev	CPacketDispatcher::~CPacketDispatcher()	T	19	19	NEAR	1.0000	project	1
_ZN23Packet_Delete_PvP_BuddyC1Ev	Packet_Delete_PvP_Buddy::Packet_Delete_PvP_Buddy()	W	69	69	NEAR	1.0000	project	1
_ZN23Packet_Delete_PvP_BuddyC2Ev	Packet_Delete_PvP_Buddy::Packet_Delete_PvP_Buddy()	W	69	69	NEAR	1.0000	project	1
_ZN23Packet_Insert_PvP_BuddyC1Ev	Packet_Insert_PvP_Buddy::Packet_Insert_PvP_Buddy()	W	63	63	NEAR	1.0000	project	1
_ZN23Packet_Insert_PvP_BuddyC2Ev	Packet_Insert_PvP_Buddy::Packet_Insert_PvP_Buddy()	W	63	63	NEAR	1.0000	project	1
_ZN23Packet_Update_PvP_BuddyC1Ev	Packet_Update_PvP_Buddy::Packet_Update_PvP_Buddy()	W	66	66	NEAR	1.0000	project	1
_ZN23Packet_Update_PvP_BuddyC2Ev	Packet_Update_PvP_Buddy::Packet_Update_PvP_Buddy()	W	66	66	NEAR	1.0000	project	1
_ZN30Packet_Notice_PvP_Buddy_In_OutC1Ev	Packet_Notice_PvP_Buddy_In_Out::Packet_Notice_PvP_Buddy_In_Out()	W	106	106	NEAR	1.0000	project	1
_ZN30Packet_Notice_PvP_Buddy_In_OutC2Ev	Packet_Notice_PvP_Buddy_In_Out::Packet_Notice_PvP_Buddy_In_Out()	W	106	106	NEAR	1.0000	project	1
_ZN32Packet_Response_Remove_PvP_BuddyC1Ev	Packet_Response_Remove_PvP_Buddy::Packet_Response_Remove_PvP_Buddy()	W	99	99	NEAR	1.0000	project	1
_ZN32Packet_Response_Remove_PvP_BuddyC2Ev	Packet_Response_Remove_PvP_Buddy::Packet_Response_Remove_PvP_Buddy()	W	99	99	NEAR	1.0000	project	1
_ZN34Packet_Notice_Add_PvP_Buddy_ResultC1Ev	Packet_Notice_Add_PvP_Buddy_Result::Packet_Notice_Add_PvP_Buddy_Result()	W	106	106	NEAR	1.0000	project	1
_ZN34Packet_Notice_Add_PvP_Buddy_ResultC2Ev	Packet_Notice_Add_PvP_Buddy_Result::Packet_Notice_Add_PvP_Buddy_Result()	W	106	106	NEAR	1.0000	project	1
_ZN35Packet_Notice_Request_Add_PvP_BuddyC1Ev	Packet_Notice_Request_Add_PvP_Buddy::Packet_Notice_Request_Add_PvP_Buddy()	W	92	92	NEAR	1.0000	project	1
_ZN35Packet_Notice_Request_Add_PvP_BuddyC2Ev	Packet_Notice_Request_Add_PvP_Buddy::Packet_Notice_Request_Add_PvP_Buddy()	W	92	92	NEAR	1.0000	project	1
_ZN35Packet_Response_PvP_Buddy_Conn_ListC1Ev	Packet_Response_PvP_Buddy_Conn_List::Packet_Response_PvP_Buddy_Conn_List()	W	141	141	NEAR	1.0000	project	1
_ZN35Packet_Response_PvP_Buddy_Conn_ListC2Ev	Packet_Response_PvP_Buddy_Conn_List::Packet_Response_PvP_Buddy_Conn_List()	W	141	141	NEAR	1.0000	project	1
_ZN40Packet_Monitor_Other_Channel_Chat_ToUserC1Ev	Packet_Monitor_Other_Channel_Chat_ToUser::Packet_Monitor_Other_Channel_Chat_ToUser()	W	136	136	NEAR	1.0000	project	1
_ZN40Packet_Monitor_Other_Channel_Chat_ToUserC2Ev	Packet_Monitor_Other_Channel_Chat_ToUser::Packet_Monitor_Other_Channel_Chat_ToUser()	W	136	136	NEAR	1.0000	project	1
_ZN51Packet_Monitor_Other_Channel_Chat_ToUser_Hyper_LinkC1Ev	Packet_Monitor_Other_Channel_Chat_ToUser_Hyper_Link::Packet_Monitor_Other_Channel_Chat_ToUser_Hyper_Link()	W	178	178	NEAR	1.0000	project	1
_ZN51Packet_Monitor_Other_Channel_Chat_ToUser_Hyper_LinkC2Ev	Packet_Monitor_Other_Channel_Chat_ToUser_Hyper_Link::Packet_Monitor_Other_Channel_Chat_ToUser_Hyper_Link()	W	178	178	NEAR	1.0000	project	1
_ZN5CFLog8writeLogEP2tmPKcPc	CFLog::writeLog(tm*, char const*, char*)	T	171	171	NEAR	1.0000	project	1
_ZN5CFLog8writeLogEPKcPc	CFLog::writeLog(char const*, char*)	T	98	98	NEAR	1.0000	project	1
_ZN5CFLogC1ERSs	CFLog::CFLog(std::basic_string<char, std::char_traits<char>, std::allocator<char> >&)	T	151	151	NEAR	1.0000	project	1
_ZN5CFLogC2ERSs	CFLog::CFLog(std::basic_string<char, std::char_traits<char>, std::allocator<char> >&)	T	151	151	NEAR	1.0000	project	1
_ZN5CFLogD0Ev	CFLog::~CFLog()	T	30	30	NEAR	1.0000	project	1
_ZN5CFLogD1Ev	CFLog::~CFLog()	T	104	104	NEAR	1.0000	project	1
_ZN5CFLogD2Ev	CFLog::~CFLog()	T	104	104	NEAR	1.0000	project	1
_ZN5CUser12check_myselfEv	CUser::check_myself()	T	315	315	NEAR	1.0000	project	1
_ZN5CUser13get_user_infoEv	CUser::get_user_info()	W	11	11	IDENTICAL	1.0000	project	1
_ZN5CUser13req_add_buddyEPS_	CUser::req_add_buddy(CUser*)	T	110	110	NEAR	1.0000	project	1
_ZN5CUser13res_add_buddyEPS_	CUser::res_add_buddy(CUser*)	T	295	295	NEAR	1.0000	project	1
_ZN5CUser15db_delete_buddyEcj	CUser::db_delete_buddy(char, unsigned int)	T	88	88	NEAR	1.0000	project	1
_ZN5CUser15db_insert_buddyEP16STPvPBuddyDBInfoS1_	CUser::db_insert_buddy(STPvPBuddyDBInfo*, STPvPBuddyDBInfo*)	T	108	108	NEAR	1.0000	project	1
_ZN5CUser15db_update_buddyEv	CUser::db_update_buddy()	T	89	89	NEAR	1.0000	project	1
_ZN5CUser15send_buddy_listEv	CUser::send_buddy_list()	T	775	745	DIFF	0.9622	project	1
_ZN5CUser16req_remove_buddyEcPKc	CUser::req_remove_buddy(char, char const*)	T	359	359	DIFF	1.0000	project	1
_ZN5CUser17get_buddy_managerEv	CUser::get_buddy_manager()	W	11	11	IDENTICAL	1.0000	project	1
_ZN5CUser19notice_login_logoutENS_9eLoginoutE	CUser::notice_login_logout(CUser::eLoginout)	T	279	279	NEAR	1.0000	project	1
_ZN5CUser21notice_add_buddy_failEch	CUser::notice_add_buddy_fail(char, unsigned char)	T	94	94	NEAR	1.0000	project	1
_ZN5CUser23get_user_info_for_buddyER16STPvPBuddyDBInfo	CUser::get_user_info_for_buddy(STPvPBuddyDBInfo&)	T	128	128	NEAR	1.0000	project	1
_ZN5CUser23send_other_channel_chatEP33Packet_Monitor_Other_Channel_ChatPS_	CUser::send_other_channel_chat(Packet_Monitor_Other_Channel_Chat*, CUser*)	T	200	200	NEAR	1.0000	project	1
_ZN5CUser24notice_add_buddy_successEcPS_	CUser::notice_add_buddy_success(char, CUser*)	T	127	127	NEAR	1.0000	project	1
_ZN5CUser24notice_remove_buddy_failEh	CUser::notice_remove_buddy_fail(unsigned char)	T	81	81	NEAR	1.0000	project	1
_ZN5CUser26check_variable_charac_infoEcPKccc	CUser::check_variable_charac_info(char, char const*, char, char)	T	107	107	NEAR	1.0000	project	1
_ZN5CUser27notice_remove_buddy_successEcPKc	CUser::notice_remove_buddy_success(char, char const*)	T	114	114	NEAR	1.0000	project	1
_ZN5CUser27update_variable_charac_infoEcPKccc	CUser::update_variable_charac_info(char, char const*, char, char)	T	87	87	NEAR	1.0000	project	1
_ZN5CUser30send_other_channel_chat_resultEP33Packet_Monitor_Other_Channel_Chat18ENUM_MONITOR_ERROR	CUser::send_other_channel_chat_result(Packet_Monitor_Other_Channel_Chat*, ENUM_MONITOR_ERROR)	T	196	196	NEAR	1.0000	project	1
_ZN5CUser34send_other_channel_chat_hyper_linkEP44Packet_Monitor_Other_Channel_Chat_Hyper_LinkPS_	CUser::send_other_channel_chat_hyper_link(Packet_Monitor_Other_Channel_Chat_Hyper_Link*, CUser*)	T	312	310	DIFF	0.9747	project	1
_ZN5CUser41send_other_channel_chat_result_hyper_linkEP44Packet_Monitor_Other_Channel_Chat_Hyper_Link18ENUM_MONITOR_ERROR	CUser::send_other_channel_chat_result_hyper_link(Packet_Monitor_Other_Channel_Chat_Hyper_Link*, ENUM_MONITOR_ERROR)	T	308	306	DIFF	0.9744	project	1
_ZN5CUserC1EP15CNetworkSessionR14STGameUserInfoiP16STPvPBuddyDBInfo	CUser::CUser(CNetworkSession*, STGameUserInfo&, int, STPvPBuddyDBInfo*)	W	213	213	NEAR	1.0000	project	1
_ZN5CUserC1ERKS_	CUser::CUser(CUser const&)	W	120	120	NEAR	1.0000	project	1
_ZN5CUserC2EP15CNetworkSessionR14STGameUserInfoiP16STPvPBuddyDBInfo	CUser::CUser(CNetworkSession*, STGameUserInfo&, int, STPvPBuddyDBInfo*)	W	213	213	NEAR	1.0000	project	1
_ZN5CUserC2ERKS_	CUser::CUser(CUser const&)	W	120	120	NEAR	1.0000	project	1
_ZN5CUserD1Ev	CUser::~CUser()	W	22	22	NEAR	1.0000	project	1
_ZN5CUserD2Ev	CUser::~CUser()	W	22	22	NEAR	1.0000	project	1
_ZN5boost11object_poolI15CNetworkSessionNS_33default_user_allocator_new_deleteEE4freeEPS1_	boost::object_pool<CNetworkSession, boost::default_user_allocator_new_delete>::free(CNetworkSession*)	W	34	34	NEAR	1.0000	libstdcxx/system	1
_ZN5boost11object_poolI15CNetworkSessionNS_33default_user_allocator_new_deleteEE5storeEv	boost::object_pool<CNetworkSession, boost::default_user_allocator_new_delete>::store()	W	8	8	IDENTICAL	1.0000	libstdcxx/system	1
_ZN5boost11object_poolI15CNetworkSessionNS_33default_user_allocator_new_deleteEE6mallocEv	boost::object_pool<CNetworkSession, boost::default_user_allocator_new_delete>::malloc()	W	27	27	NEAR	1.0000	libstdcxx/system	1
_ZN5boost11object_poolI15CNetworkSessionNS_33default_user_allocator_new_deleteEE6nextofEPv	boost::object_pool<CNetworkSession, boost::default_user_allocator_new_delete>::nextof(void*)	W	8	8	IDENTICAL	1.0000	libstdcxx/system	1
_ZN5boost11object_poolI15CNetworkSessionNS_33default_user_allocator_new_deleteEEC1Ejj	boost::object_pool<CNetworkSession, boost::default_user_allocator_new_delete>::object_pool(unsigned int, unsigned int)	W	41	41	NEAR	1.0000	libstdcxx/system	1
_ZN5boost11object_poolI15CNetworkSessionNS_33default_user_allocator_new_deleteEEC2Ejj	boost::object_pool<CNetworkSession, boost::default_user_allocator_new_delete>::object_pool(unsigned int, unsigned int)	W	41	41	NEAR	1.0000	libstdcxx/system	1
_ZN5boost11object_poolI15CNetworkSessionNS_33default_user_allocator_new_deleteEED1Ev	boost::object_pool<CNetworkSession, boost::default_user_allocator_new_delete>::~object_pool()	W	313	313	NEAR	1.0000	libstdcxx/system	1
_ZN5boost11object_poolI15CNetworkSessionNS_33default_user_allocator_new_deleteEED2Ev	boost::object_pool<CNetworkSession, boost::default_user_allocator_new_delete>::~object_pool()	W	313	313	NEAR	1.0000	libstdcxx/system	1
_ZN5boost25simple_segregated_storageIjE12ordered_freeEPv	boost::simple_segregated_storage<unsigned int>::ordered_free(void*)	W	104	104	NEAR	1.0000	libstdcxx/system	1
_ZN5boost25simple_segregated_storageIjE17add_ordered_blockEPvjj	boost::simple_segregated_storage<unsigned int>::add_ordered_block(void*, unsigned int, unsigned int)	W	131	131	NEAR	1.0000	libstdcxx/system	1
_ZN5boost25simple_segregated_storageIjE4freeEPv	boost::simple_segregated_storage<unsigned int>::free(void*)	W	34	34	NEAR	1.0000	libstdcxx/system	1
_ZN5boost25simple_segregated_storageIjE6mallocEv	boost::simple_segregated_storage<unsigned int>::malloc()	W	39	39	NEAR	1.0000	libstdcxx/system	1
_ZN5boost25simple_segregated_storageIjE6nextofEPv	boost::simple_segregated_storage<unsigned int>::nextof(void*)	W	8	8	IDENTICAL	1.0000	libstdcxx/system	1
_ZN5boost25simple_segregated_storageIjE9add_blockEPvjj	boost::simple_segregated_storage<unsigned int>::add_block(void*, unsigned int, unsigned int)	W	47	47	NEAR	1.0000	libstdcxx/system	1
_ZN5boost25simple_segregated_storageIjE9find_prevEPv	boost::simple_segregated_storage<unsigned int>::find_prev(void*)	W	170	170	NEAR	1.0000	libstdcxx/system	1
_ZN5boost25simple_segregated_storageIjE9segregateEPvjjS2_	boost::simple_segregated_storage<unsigned int>::segregate(void*, unsigned int, unsigned int, void*)	W	150	150	NEAR	1.0000	libstdcxx/system	1
_ZN5boost25simple_segregated_storageIjEC1Ev	boost::simple_segregated_storage<unsigned int>::simple_segregated_storage()	W	14	14	IDENTICAL	1.0000	libstdcxx/system	1
_ZN5boost25simple_segregated_storageIjEC2Ev	boost::simple_segregated_storage<unsigned int>::simple_segregated_storage()	W	14	14	IDENTICAL	1.0000	libstdcxx/system	1
_ZN5boost33default_user_allocator_new_delete4freeEPc	boost::default_user_allocator_new_delete::free(char*)	W	25	25	NEAR	1.0000	libstdcxx/system	1
_ZN5boost33default_user_allocator_new_delete6mallocEj	boost::default_user_allocator_new_delete::malloc(unsigned int)	W	27	27	NEAR	1.0000	libstdcxx/system	1
_ZN5boost4poolINS_33default_user_allocator_new_deleteEE12ordered_freeEPv	boost::pool<boost::default_user_allocator_new_delete>::ordered_free(void*)	W	34	34	NEAR	1.0000	libstdcxx/system	1
_ZN5boost4poolINS_33default_user_allocator_new_deleteEE12purge_memoryEv	boost::pool<boost::default_user_allocator_new_delete>::purge_memory()	W	157	157	NEAR	1.0000	libstdcxx/system	1
_ZN5boost4poolINS_33default_user_allocator_new_deleteEE14ordered_mallocEv	boost::pool<boost::default_user_allocator_new_delete>::ordered_malloc()	W	66	66	NEAR	1.0000	libstdcxx/system	1
_ZN5boost4poolINS_33default_user_allocator_new_deleteEE26ordered_malloc_need_resizeEv	boost::pool<boost::default_user_allocator_new_delete>::ordered_malloc_need_resize()	W	728	726	DIFF	0.9913	libstdcxx/system	1
_ZN5boost4poolINS_33default_user_allocator_new_deleteEE5storeEv	boost::pool<boost::default_user_allocator_new_delete>::store()	W	8	8	IDENTICAL	1.0000	libstdcxx/system	1
_ZN5boost4poolINS_33default_user_allocator_new_deleteEEC1Ejjj	boost::pool<boost::default_user_allocator_new_delete>::pool(unsigned int, unsigned int, unsigned int)	W	85	85	NEAR	1.0000	libstdcxx/system	1
_ZN5boost4poolINS_33default_user_allocator_new_deleteEEC2Ejjj	boost::pool<boost::default_user_allocator_new_delete>::pool(unsigned int, unsigned int, unsigned int)	W	85	85	NEAR	1.0000	libstdcxx/system	1
_ZN5boost4poolINS_33default_user_allocator_new_deleteEED1Ev	boost::pool<boost::default_user_allocator_new_delete>::~pool()	W	19	19	NEAR	1.0000	libstdcxx/system	1
_ZN5boost4poolINS_33default_user_allocator_new_deleteEED2Ev	boost::pool<boost::default_user_allocator_new_delete>::~pool()	W	19	19	NEAR	1.0000	libstdcxx/system	1
_ZN5boost7details6PODptrIjE10invalidateEv	boost::details::PODptr<unsigned int>::invalidate()	W	25	25	NEAR	1.0000	libstdcxx/system	1
_ZN5boost7details6PODptrIjE5beginEv	boost::details::PODptr<unsigned int>::begin()	W	8	8	IDENTICAL	1.0000	libstdcxx/system	1
_ZN5boost7details6PODptrIjEC1EPcj	boost::details::PODptr<unsigned int>::PODptr(char*, unsigned int)	W	22	22	IDENTICAL	1.0000	libstdcxx/system	1
_ZN5boost7details6PODptrIjEC2EPcj	boost::details::PODptr<unsigned int>::PODptr(char*, unsigned int)	W	22	22	IDENTICAL	1.0000	libstdcxx/system	1
_ZN6CGuardI6CMutexEC1EPS0_	CGuard<CMutex>::CGuard(CMutex*)	W	27	27	NEAR	1.0000	project	1
_ZN6CGuardI6CMutexEC2EPS0_	CGuard<CMutex>::CGuard(CMutex*)	W	27	27	NEAR	1.0000	project	1
_ZN6CGuardI6CMutexED1Ev	CGuard<CMutex>::~CGuard()	W	21	21	NEAR	1.0000	project	1
_ZN6CGuardI6CMutexED2Ev	CGuard<CMutex>::~CGuard()	W	21	21	NEAR	1.0000	project	1
_ZN6CMutex4lockEv	CMutex::lock()	W	19	19	NEAR	1.0000	project	1
