name	demangled	orig_type	orig_size	new_size	class	overlap	origin	in_orig
_ZNSt13basic_ostreamIwSt11char_traitsIwEEC2EPSt15basic_streambufIwS1_E	std::basic_ostream<wchar_t, std::char_traits<wchar_t> >::basic_ostream(std::basic_streambuf<wchar_t, std::char_traits<wchar_t> >*)	W	55	56	DIFF	0.9500	libstdcxx/system	1
_ZNSt13basic_ostreamIwSt11char_traitsIwEEC2Ev	std::basic_ostream<wchar_t, std::char_traits<wchar_t> >::basic_ostream()	W	56	57	DIFF	0.9474	libstdcxx/system	1
_ZNSt13basic_ostreamIwSt11char_traitsIwEED0Ev	std::basic_ostream<wchar_t, std::char_traits<wchar_t> >::~basic_ostream()	W	47	49	DIFF	0.8667	libstdcxx/system	1
_ZNSt13basic_ostreamIwSt11char_traitsIwEED1Ev	std::basic_ostream<wchar_t, std::char_traits<wchar_t> >::~basic_ostream()	W	34	35	DIFF	0.9000	libstdcxx/system	1
_ZNSt13basic_ostreamIwSt11char_traitsIwEED2Ev	std::basic_ostream<wchar_t, std::char_traits<wchar_t> >::~basic_ostream()	W	24	24	IDENTICAL	1.0000	libstdcxx/system	1
_ZNSt13basic_ostreamIwSt11char_traitsIwEElsEPFRS2_S3_E	std::basic_ostream<wchar_t, std::char_traits<wchar_t> >::operator<<(std::basic_ostream<wchar_t, std::char_traits<wchar_t> >& (*)(std::basic_ostream<wchar_t, std::char_traits<wchar_t> >&))	W	12	13	DIFF	0.8333	libstdcxx/system	1
_ZNSt13basic_ostreamIwSt11char_traitsIwEElsEPFRSt8ios_baseS4_E	std::basic_ostream<wchar_t, std::char_traits<wchar_t> >::operator<<(std::ios_base& (*)(std::ios_base&))	W	32	33	DIFF	0.9333	libstdcxx/system	1
_ZNSt13basic_ostreamIwSt11char_traitsIwEElsEPFRSt9basic_iosIwS1_ES5_E	std::basic_ostream<wchar_t, std::char_traits<wchar_t> >::operator<<(std::basic_ios<wchar_t, std::char_traits<wchar_t> >& (*)(std::basic_ios<wchar_t, std::char_traits<wchar_t> >&))	W	32	33	DIFF	0.9333	libstdcxx/system	1
_ZNSt13basic_ostreamIwSt11char_traitsIwEElsEPKv	std::basic_ostream<wchar_t, std::char_traits<wchar_t> >::operator<<(void const*)	W	12	13	DIFF	0.8000	libstdcxx/system	1
_ZNSt13basic_ostreamIwSt11char_traitsIwEElsEPSt15basic_streambufIwS1_E	std::basic_ostream<wchar_t, std::char_traits<wchar_t> >::operator<<(std::basic_streambuf<wchar_t, std::char_traits<wchar_t> >*)	W	349	348	DIFF	0.9821	libstdcxx/system	1
_ZNSt13basic_ostreamIwSt11char_traitsIwEElsEb	std::basic_ostream<wchar_t, std::char_traits<wchar_t> >::operator<<(bool)	W	19	20	DIFF	0.8571	libstdcxx/system	1
_ZNSt13basic_ostreamIwSt11char_traitsIwEElsEd	std::basic_ostream<wchar_t, std::char_traits<wchar_t> >::operator<<(double)	W	12	13	DIFF	0.8000	libstdcxx/system	1
_ZNSt13basic_ostreamIwSt11char_traitsIwEElsEe	std::basic_ostream<wchar_t, std::char_traits<wchar_t> >::operator<<(long double)	W	12	13	DIFF	0.8000	libstdcxx/system	1
_ZNSt13basic_ostreamIwSt11char_traitsIwEElsEf	std::basic_ostream<wchar_t, std::char_traits<wchar_t> >::operator<<(float)	W	26	27	DIFF	0.9000	libstdcxx/system	1
_ZNSt13basic_ostreamIwSt11char_traitsIwEElsEi	std::basic_ostream<wchar_t, std::char_traits<wchar_t> >::operator<<(int)	W	24	25	DIFF	0.8889	libstdcxx/system	1
_ZNSt13basic_ostreamIwSt11char_traitsIwEElsEj	std::basic_ostream<wchar_t, std::char_traits<wchar_t> >::operator<<(unsigned int)	W	12	13	DIFF	0.8000	libstdcxx/system	1
_ZNSt13basic_ostreamIwSt11char_traitsIwEElsEl	std::basic_ostream<wchar_t, std::char_traits<wchar_t> >::operator<<(long)	W	12	13	DIFF	0.8000	libstdcxx/system	1
_ZNSt13basic_ostreamIwSt11char_traitsIwEElsEm	std::basic_ostream<wchar_t, std::char_traits<wchar_t> >::operator<<(unsigned long)	W	12	13	DIFF	0.8000	libstdcxx/system	1
_ZNSt13basic_ostreamIwSt11char_traitsIwEElsEs	std::basic_ostream<wchar_t, std::char_traits<wchar_t> >::operator<<(short)	W	71	71	DIFF	0.9200	libstdcxx/system	1
_ZNSt13basic_ostreamIwSt11char_traitsIwEElsEt	std::basic_ostream<wchar_t, std::char_traits<wchar_t> >::operator<<(unsigned short)	W	19	20	DIFF	0.8571	libstdcxx/system	1
_ZNSt13basic_ostreamIwSt11char_traitsIwEElsEx	std::basic_ostream<wchar_t, std::char_traits<wchar_t> >::operator<<(long long)	W	12	13	DIFF	0.8000	libstdcxx/system	1
_ZNSt13basic_ostreamIwSt11char_traitsIwEElsEy	std::basic_ostream<wchar_t, std::char_traits<wchar_t> >::operator<<(unsigned long long)	W	12	13	DIFF	0.8000	libstdcxx/system	1
_ZNSt13move_iteratorIP16STPvPBuddyDBInfoEC1ES1_	std::move_iterator<STPvPBuddyDBInfo*>::move_iterator(STPvPBuddyDBInfo*)	W	13	13	IDENTICAL	1.0000	libstdcxx/system	1
_ZNSt13move_iteratorIP16STPvPBuddyDBInfoEC2ES1_	std::move_iterator<STPvPBuddyDBInfo*>::move_iterator(STPvPBuddyDBInfo*)	W	13	13	IDENTICAL	1.0000	libstdcxx/system	1
_ZNSt13move_iteratorIP16STPvPBuddyDBInfoEppEv	std::move_iterator<STPvPBuddyDBInfo*>::operator++()	W	21	21	IDENTICAL	1.0000	libstdcxx/system	1
_ZNSt13move_iteratorIPSsEC1ES0_	std::move_iterator<std::basic_string<char, std::char_traits<char>, std::allocator<char> >*>::move_iterator(std::basic_string<char, std::char_traits<char>, std::allocator<char> >*)	W	13	13	IDENTICAL	1.0000	libstdcxx/system	1
_ZNSt13move_iteratorIPSsEC2ES0_	std::move_iterator<std::basic_string<char, std::char_traits<char>, std::allocator<char> >*>::move_iterator(std::basic_string<char, std::char_traits<char>, std::allocator<char> >*)	W	13	13	IDENTICAL	1.0000	libstdcxx/system	1
_ZNSt13move_iteratorIPSsEppEv	std::move_iterator<std::basic_string<char, std::char_traits<char>, std::allocator<char> >*>::operator++()	W	21	21	IDENTICAL	1.0000	libstdcxx/system	1
_ZNSt13runtime_errorC1ERKSs	std::runtime_error::runtime_error(std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)	T	62	64	DIFF	0.9048	libstdcxx/system	1
_ZNSt13runtime_errorC2ERKSs	std::runtime_error::runtime_error(std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)	T	62	64	DIFF	0.9048	libstdcxx/system	1
_ZNSt13runtime_errorD0Ev	std::runtime_error::~runtime_error()	T	31	33	DIFF	0.8333	libstdcxx/system	1
_ZNSt13runtime_errorD1Ev	std::runtime_error::~runtime_error()	T	92	94	DIFF	0.9375	libstdcxx/system	1
_ZNSt13runtime_errorD2Ev	std::runtime_error::~runtime_error()	T	92	94	DIFF	0.9375	libstdcxx/system	1
_ZNSt14basic_ifstreamIcSt11char_traitsIcEE4openEPKcSt13_Ios_Openmode	std::basic_ifstream<char, std::char_traits<char> >::open(char const*, std::_Ios_Openmode)	W	99	100	DIFF	0.8857	libstdcxx/system	1
_ZNSt14basic_ifstreamIcSt11char_traitsIcEE4openERKSsSt13_Ios_Openmode	std::basic_ifstream<char, std::char_traits<char> >::open(std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::_Ios_Openmode)	W	99	100	DIFF	0.9143	libstdcxx/system	1
_ZNSt14basic_ifstreamIcSt11char_traitsIcEE5closeEv	std::basic_ifstream<char, std::char_traits<char> >::close()	W	61	70	DIFF	0.8462	libstdcxx/system	1
_ZNSt14basic_ifstreamIcSt11char_traitsIcEE7is_openEv	std::basic_ifstream<char, std::char_traits<char> >::is_open()	W	45	45	DIFF	0.8750	libstdcxx/system	1
_ZNSt14basic_ifstreamIcSt11char_traitsIcEEC1EPKcSt13_Ios_Openmode	std::basic_ifstream<char, std::char_traits<char> >::basic_ifstream(char const*, std::_Ios_Openmode)	W	340	342	DIFF	0.9785	libstdcxx/system	1
_ZNSt14basic_ifstreamIcSt11char_traitsIcEEC1ERKSsSt13_Ios_Openmode	std::basic_ifstream<char, std::char_traits<char> >::basic_ifstream(std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::_Ios_Openmode)	W	340	342	DIFF	0.9785	libstdcxx/system	1
_ZNSt14basic_ifstreamIcSt11char_traitsIcEEC1Ev	std::basic_ifstream<char, std::char_traits<char> >::basic_ifstream()	W	264	264	DIFF	0.9844	libstdcxx/system	1
_ZNSt14basic_ifstreamIcSt11char_traitsIcEEC2EPKcSt13_Ios_Openmode	std::basic_ifstream<char, std::char_traits<char> >::basic_ifstream(char const*, std::_Ios_Openmode)	W	248	250	DIFF	0.9881	libstdcxx/system	1
_ZNSt14basic_ifstreamIcSt11char_traitsIcEEC2ERKSsSt13_Ios_Openmode	std::basic_ifstream<char, std::char_traits<char> >::basic_ifstream(std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::_Ios_Openmode)	W	248	250	DIFF	0.9765	libstdcxx/system	1
_ZNSt14basic_ifstreamIcSt11char_traitsIcEEC2Ev	std::basic_ifstream<char, std::char_traits<char> >::basic_ifstream()	W	170	169	DIFF	0.9630	libstdcxx/system	1
_ZNSt14basic_ifstreamIcSt11char_traitsIcEED0Ev	std::basic_ifstream<char, std::char_traits<char> >::~basic_ifstream()	W	158	159	DIFF	0.9744	libstdcxx/system	1
_ZNSt14basic_ifstreamIcSt11char_traitsIcEED1Ev	std::basic_ifstream<char, std::char_traits<char> >::~basic_ifstream()	W	150	151	DIFF	0.9730	libstdcxx/system	1
_ZNSt14basic_ifstreamIcSt11char_traitsIcEED2Ev	std::basic_ifstream<char, std::char_traits<char> >::~basic_ifstream()	W	102	103	DIFF	0.9706	libstdcxx/system	1
_ZNSt14basic_ifstreamIwSt11char_traitsIwEE4openEPKcSt13_Ios_Openmode	std::basic_ifstream<wchar_t, std::char_traits<wchar_t> >::open(char const*, std::_Ios_Openmode)	W	99	100	DIFF	0.8857	libstdcxx/system	1
_ZNSt14basic_ifstreamIwSt11char_traitsIwEE4openERKSsSt13_Ios_Openmode	std::basic_ifstream<wchar_t, std::char_traits<wchar_t> >::open(std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::_Ios_Openmode)	W	99	100	DIFF	0.9143	libstdcxx/system	1
_ZNSt14basic_ifstreamIwSt11char_traitsIwEE5closeEv	std::basic_ifstream<wchar_t, std::char_traits<wchar_t> >::close()	W	61	70	DIFF	0.8462	libstdcxx/system	1
_ZNSt14basic_ifstreamIwSt11char_traitsIwEE7is_openEv	std::basic_ifstream<wchar_t, std::char_traits<wchar_t> >::is_open()	W	45	45	DIFF	0.8750	libstdcxx/system	1
_ZNSt14basic_ifstreamIwSt11char_traitsIwEEC1EPKcSt13_Ios_Openmode	std::basic_ifstream<wchar_t, std::char_traits<wchar_t> >::basic_ifstream(char const*, std::_Ios_Openmode)	W	348	350	DIFF	0.9783	libstdcxx/system	1
_ZNSt14basic_ifstreamIwSt11char_traitsIwEEC1ERKSsSt13_Ios_Openmode	std::basic_ifstream<wchar_t, std::char_traits<wchar_t> >::basic_ifstream(std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::_Ios_Openmode)	W	348	350	DIFF	0.9787	libstdcxx/system	1
_ZNSt14basic_ifstreamIwSt11char_traitsIwEEC1Ev	std::basic_ifstream<wchar_t, std::char_traits<wchar_t> >::basic_ifstream()	W	270	270	DIFF	0.9844	libstdcxx/system	1
_ZNSt14basic_ifstreamIwSt11char_traitsIwEEC2EPKcSt13_Ios_Openmode	std::basic_ifstream<wchar_t, std::char_traits<wchar_t> >::basic_ifstream(char const*, std::_Ios_Openmode)	W	248	250	DIFF	0.9881	libstdcxx/system	1
_ZNSt14basic_ifstreamIwSt11char_traitsIwEEC2ERKSsSt13_Ios_Openmode	std::basic_ifstream<wchar_t, std::char_traits<wchar_t> >::basic_ifstream(std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::_Ios_Openmode)	W	248	250	DIFF	0.9765	libstdcxx/system	1
_ZNSt14basic_ifstreamIwSt11char_traitsIwEEC2Ev	std::basic_ifstream<wchar_t, std::char_traits<wchar_t> >::basic_ifstream()	W	170	169	DIFF	0.9630	libstdcxx/system	1
_ZNSt14basic_ifstreamIwSt11char_traitsIwEED0Ev	std::basic_ifstream<wchar_t, std::char_traits<wchar_t> >::~basic_ifstream()	W	158	159	DIFF	0.9744	libstdcxx/system	1
_ZNSt14basic_ifstreamIwSt11char_traitsIwEED1Ev	std::basic_ifstream<wchar_t, std::char_traits<wchar_t> >::~basic_ifstream()	W	219	220	DIFF	0.9636	libstdcxx/system	1
_ZNSt14basic_ifstreamIwSt11char_traitsIwEED2Ev	std::basic_ifstream<wchar_t, std::char_traits<wchar_t> >::~basic_ifstream()	W	177	178	DIFF	0.9630	libstdcxx/system	1
_ZNSt14basic_iostreamIwSt11char_traitsIwEEC1EPSt15basic_streambufIwS1_E	std::basic_iostream<wchar_t, std::char_traits<wchar_t> >::basic_iostream(std::basic_streambuf<wchar_t, std::char_traits<wchar_t> >*)	W	265	265	DIFF	0.9844	libstdcxx/system	1
_ZNSt14basic_iostreamIwSt11char_traitsIwEEC1Ev	std::basic_iostream<wchar_t, std::char_traits<wchar_t> >::basic_iostream()	W	267	267	DIFF	0.9839	libstdcxx/system	1
_ZNSt14basic_iostreamIwSt11char_traitsIwEEC2EPSt15basic_streambufIwS1_E	std::basic_iostream<wchar_t, std::char_traits<wchar_t> >::basic_iostream(std::basic_streambuf<wchar_t, std::char_traits<wchar_t> >*)	W	165	165	DIFF	0.9815	libstdcxx/system	1
_ZNSt14basic_iostreamIwSt11char_traitsIwEEC2Ev	std::basic_iostream<wchar_t, std::char_traits<wchar_t> >::basic_iostream()	W	157	158	DIFF	0.9804	libstdcxx/system	1
_ZNSt14basic_iostreamIwSt11char_traitsIwEED0Ev	std::basic_iostream<wchar_t, std::char_traits<wchar_t> >::~basic_iostream()	W	88	90	DIFF	0.9200	libstdcxx/system	1
_ZNSt14basic_iostreamIwSt11char_traitsIwEED1Ev	std::basic_iostream<wchar_t, std::char_traits<wchar_t> >::~basic_iostream()	W	82	84	DIFF	0.9130	libstdcxx/system	1
_ZNSt14basic_iostreamIwSt11char_traitsIwEED2Ev	std::basic_iostream<wchar_t, std::char_traits<wchar_t> >::~basic_iostream()	W	61	61	DIFF	1.0000	libstdcxx/system	1
_ZNSt14basic_ofstreamIcSt11char_traitsIcEE4openEPKcSt13_Ios_Openmode	std::basic_ofstream<char, std::char_traits<char> >::open(char const*, std::_Ios_Openmode)	W	99	100	DIFF	0.8857	libstdcxx/system	1
_ZNSt14basic_ofstreamIcSt11char_traitsIcEE4openERKSsSt13_Ios_Openmode	std::basic_ofstream<char, std::char_traits<char> >::open(std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::_Ios_Openmode)	W	99	100	DIFF	0.9143	libstdcxx/system	1
_ZNSt14basic_ofstreamIcSt11char_traitsIcEE5closeEv	std::basic_ofstream<char, std::char_traits<char> >::close()	W	61	70	DIFF	0.8462	libstdcxx/system	1
_ZNSt14basic_ofstreamIcSt11char_traitsIcEE7is_openEv	std::basic_ofstream<char, std::char_traits<char> >::is_open()	W	45	45	DIFF	0.8750	libstdcxx/system	1
_ZNSt14basic_ofstreamIcSt11char_traitsIcEEC1EPKcSt13_Ios_Openmode	std::basic_ofstream<char, std::char_traits<char> >::basic_ofstream(char const*, std::_Ios_Openmode)	W	325	327	DIFF	0.9778	libstdcxx/system	1
_ZNSt14basic_ofstreamIcSt11char_traitsIcEEC1ERKSsSt13_Ios_Openmode	std::basic_ofstream<char, std::char_traits<char> >::basic_ofstream(std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::_Ios_Openmode)	W	325	327	DIFF	0.9780	libstdcxx/system	1
_ZNSt14basic_ofstreamIcSt11char_traitsIcEEC1Ev	std::basic_ofstream<char, std::char_traits<char> >::basic_ofstream()	W	250	250	DIFF	0.9839	libstdcxx/system	1
_ZNSt14basic_ofstreamIcSt11char_traitsIcEEC2EPKcSt13_Ios_Openmode	std::basic_ofstream<char, std::char_traits<char> >::basic_ofstream(char const*, std::_Ios_Openmode)	W	233	235	DIFF	0.9756	libstdcxx/system	1
_ZNSt14basic_ofstreamIcSt11char_traitsIcEEC2ERKSsSt13_Ios_Openmode	std::basic_ofstream<char, std::char_traits<char> >::basic_ofstream(std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::_Ios_Openmode)	W	233	235	DIFF	0.9759	libstdcxx/system	1
_ZNSt14basic_ofstreamIcSt11char_traitsIcEEC2Ev	std::basic_ofstream<char, std::char_traits<char> >::basic_ofstream()	W	156	155	DIFF	0.9615	libstdcxx/system	1
_ZNSt14basic_ofstreamIcSt11char_traitsIcEED0Ev	std::basic_ofstream<char, std::char_traits<char> >::~basic_ofstream()	W	144	145	DIFF	0.9730	libstdcxx/system	1
_ZNSt14basic_ofstreamIcSt11char_traitsIcEED1Ev	std::basic_ofstream<char, std::char_traits<char> >::~basic_ofstream()	W	205	206	DIFF	0.9623	libstdcxx/system	1
_ZNSt14basic_ofstreamIcSt11char_traitsIcEED2Ev	std::basic_ofstream<char, std::char_traits<char> >::~basic_ofstream()	W	163	164	DIFF	0.9615	libstdcxx/system	1
_ZNSt14basic_ofstreamIwSt11char_traitsIwEE4openEPKcSt13_Ios_Openmode	std::basic_ofstream<wchar_t, std::char_traits<wchar_t> >::open(char const*, std::_Ios_Openmode)	W	99	100	DIFF	0.8857	libstdcxx/system	1
_ZNSt14basic_ofstreamIwSt11char_traitsIwEE4openERKSsSt13_Ios_Openmode	std::basic_ofstream<wchar_t, std::char_traits<wchar_t> >::open(std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::_Ios_Openmode)	W	99	100	DIFF	0.9143	libstdcxx/system	1
_ZNSt14basic_ofstreamIwSt11char_traitsIwEE5closeEv	std::basic_ofstream<wchar_t, std::char_traits<wchar_t> >::close()	W	61	70	DIFF	0.8462	libstdcxx/system	1
_ZNSt14basic_ofstreamIwSt11char_traitsIwEE7is_openEv	std::basic_ofstream<wchar_t, std::char_traits<wchar_t> >::is_open()	W	45	45	DIFF	0.8750	libstdcxx/system	1
_ZNSt14basic_ofstreamIwSt11char_traitsIwEEC1EPKcSt13_Ios_Openmode	std::basic_ofstream<wchar_t, std::char_traits<wchar_t> >::basic_ofstream(char const*, std::_Ios_Openmode)	W	333	335	DIFF	0.9778	libstdcxx/system	1
_ZNSt14basic_ofstreamIwSt11char_traitsIwEEC1ERKSsSt13_Ios_Openmode	std::basic_ofstream<wchar_t, std::char_traits<wchar_t> >::basic_ofstream(std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::_Ios_Openmode)	W	333	335	DIFF	0.9780	libstdcxx/system	1
_ZNSt14basic_ofstreamIwSt11char_traitsIwEEC1Ev	std::basic_ofstream<wchar_t, std::char_traits<wchar_t> >::basic_ofstream()	W	256	256	DIFF	0.9839	libstdcxx/system	1
_ZNSt14basic_ofstreamIwSt11char_traitsIwEEC2EPKcSt13_Ios_Openmode	std::basic_ofstream<wchar_t, std::char_traits<wchar_t> >::basic_ofstream(char const*, std::_Ios_Openmode)	W	233	235	DIFF	0.9756	libstdcxx/system	1
_ZNSt14basic_ofstreamIwSt11char_traitsIwEEC2ERKSsSt13_Ios_Openmode	std::basic_ofstream<wchar_t, std::char_traits<wchar_t> >::basic_ofstream(std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::_Ios_Openmode)	W	233	235	DIFF	0.9759	libstdcxx/system	1
_ZNSt14basic_ofstreamIwSt11char_traitsIwEEC2Ev	std::basic_ofstream<wchar_t, std::char_traits<wchar_t> >::basic_ofstream()	W	156	155	DIFF	0.9615	libstdcxx/system	1
_ZNSt14basic_ofstreamIwSt11char_traitsIwEED0Ev	std::basic_ofstream<wchar_t, std::char_traits<wchar_t> >::~basic_ofstream()	W	144	145	DIFF	0.9730	libstdcxx/system	1
_ZNSt14basic_ofstreamIwSt11char_traitsIwEED1Ev	std::basic_ofstream<wchar_t, std::char_traits<wchar_t> >::~basic_ofstream()	W	205	206	DIFF	0.9623	libstdcxx/system	1
_ZNSt14basic_ofstreamIwSt11char_traitsIwEED2Ev	std::basic_ofstream<wchar_t, std::char_traits<wchar_t> >::~basic_ofstream()	W	163	164	DIFF	0.9615	libstdcxx/system	1
_ZNSt14codecvt_bynameIcc11__mbstate_tEC1EPKcj	std::codecvt_byname<char, char, __mbstate_t>::codecvt_byname(char const*, unsigned int)	W	153	153	DIFF	0.9583	libstdcxx/system	1
_ZNSt14codecvt_bynameIcc11__mbstate_tEC2EPKcj	std::codecvt_byname<char, char, __mbstate_t>::codecvt_byname(char const*, unsigned int)	W	153	153	DIFF	0.9583	libstdcxx/system	1
_ZNSt14codecvt_bynameIcc11__mbstate_tED0Ev	std::codecvt_byname<char, char, __mbstate_t>::~codecvt_byname()	W	37	39	DIFF	0.8462	libstdcxx/system	1
_ZNSt14codecvt_bynameIcc11__mbstate_tED1Ev	std::codecvt_byname<char, char, __mbstate_t>::~codecvt_byname()	W	21	22	DIFF	0.8571	libstdcxx/system	1
_ZNSt14codecvt_bynameIcc11__mbstate_tED2Ev	std::codecvt_byname<char, char, __mbstate_t>::~codecvt_byname()	W	21	22	DIFF	0.8571	libstdcxx/system	1
_ZNSt14codecvt_bynameIwc11__mbstate_tEC1EPKcj	std::codecvt_byname<wchar_t, char, __mbstate_t>::codecvt_byname(char const*, unsigned int)	W	153	153	DIFF	0.9583	libstdcxx/system	1
_ZNSt14codecvt_bynameIwc11__mbstate_tEC2EPKcj	std::codecvt_byname<wchar_t, char, __mbstate_t>::codecvt_byname(char const*, unsigned int)	W	153	153	DIFF	0.9583	libstdcxx/system	1
_ZNSt14codecvt_bynameIwc11__mbstate_tED0Ev	std::codecvt_byname<wchar_t, char, __mbstate_t>::~codecvt_byname()	W	37	39	DIFF	0.8462	libstdcxx/system	1
_ZNSt14codecvt_bynameIwc11__mbstate_tED1Ev	std::codecvt_byname<wchar_t, char, __mbstate_t>::~codecvt_byname()	W	21	22	DIFF	0.8571	libstdcxx/system	1
_ZNSt14codecvt_bynameIwc11__mbstate_tED2Ev	std::codecvt_byname<wchar_t, char, __mbstate_t>::~codecvt_byname()	W	21	22	DIFF	0.8571	libstdcxx/system	1
_ZNSt14collate_bynameIcEC1EPKcj	std::collate_byname<char>::collate_byname(char const*, unsigned int)	W	187	187	DIFF	0.9821	libstdcxx/system	1
_ZNSt14collate_bynameIcEC2EPKcj	std::collate_byname<char>::collate_byname(char const*, unsigned int)	W	187	187	DIFF	0.9821	libstdcxx/system	1
_ZNSt14collate_bynameIcED0Ev	std::collate_byname<char>::~collate_byname()	W	70	72	DIFF	0.9091	libstdcxx/system	1
_ZNSt14collate_bynameIcED1Ev	std::collate_byname<char>::~collate_byname()	W	62	64	DIFF	0.9000	libstdcxx/system	1
_ZNSt14collate_bynameIcED2Ev	std::collate_byname<char>::~collate_byname()	W	62	64	DIFF	0.9000	libstdcxx/system	1
_ZNSt14collate_bynameIwEC1EPKcj	std::collate_byname<wchar_t>::collate_byname(char const*, unsigned int)	W	187	187	DIFF	0.9821	libstdcxx/system	1
_ZNSt14collate_bynameIwEC2EPKcj	std::collate_byname<wchar_t>::collate_byname(char const*, unsigned int)	W	187	187	DIFF	0.9821	libstdcxx/system	1
_ZNSt14collate_bynameIwED0Ev	std::collate_byname<wchar_t>::~collate_byname()	W	70	72	DIFF	0.9091	libstdcxx/system	1
_ZNSt14collate_bynameIwED1Ev	std::collate_byname<wchar_t>::~collate_byname()	W	62	64	DIFF	0.9000	libstdcxx/system	1
_ZNSt14collate_bynameIwED2Ev	std::collate_byname<wchar_t>::~collate_byname()	W	62	64	DIFF	0.9000	libstdcxx/system	1
_ZNSt14error_categoryD0Ev	std::error_category::~error_category()	W	21	22	DIFF	0.8571	libstdcxx/system	1
_ZNSt14error_categoryD1Ev	std::error_category::~error_category()	W	14	14	NEAR	1.0000	libstdcxx/system	1
_ZNSt14error_categoryD2Ev	std::error_category::~error_category()	W	14	14	NEAR	1.0000	libstdcxx/system	1
_ZNSt14overflow_errorC1ERKSs	std::overflow_error::overflow_error(std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)	T	37	39	DIFF	0.8571	libstdcxx/system	1
_ZNSt14overflow_errorC2ERKSs	std::overflow_error::overflow_error(std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)	T	37	39	DIFF	0.8571	libstdcxx/system	1
_ZNSt14overflow_errorD0Ev	std::overflow_error::~overflow_error()	W	37	39	DIFF	0.8462	libstdcxx/system	1
_ZNSt14overflow_errorD1Ev	std::overflow_error::~overflow_error()	W	21	22	DIFF	0.8571	libstdcxx/system	1
_ZNSt14overflow_errorD2Ev	std::overflow_error::~overflow_error()	W	21	22	DIFF	0.8571	libstdcxx/system	1
_ZNSt15basic_streambufIcSt11char_traitsIcEE10pubseekoffExSt12_Ios_SeekdirSt13_Ios_Openmode	std::basic_streambuf<char, std::char_traits<char> >::pubseekoff(long long, std::_Ios_Seekdir, std::_Ios_Openmode)	W	81	82	DIFF	0.9643	libstdcxx/system	1
_ZNSt15basic_streambufIcSt11char_traitsIcEE10pubseekposESt4fposI11__mbstate_tESt13_Ios_Openmode	std::basic_streambuf<char, std::char_traits<char> >::pubseekpos(std::fpos<__mbstate_t>, std::_Ios_Openmode)	W	72	73	DIFF	0.9600	libstdcxx/system	1
_ZNSt15basic_streambufIcSt11char_traitsIcEE4setgEPcS3_S3_	std::basic_streambuf<char, std::char_traits<char> >::setg(char*, char*, char*)	W	26	26	NEAR	1.0000	libstdcxx/system	1
_ZNSt15basic_streambufIcSt11char_traitsIcEE4setpEPcS3_	std::basic_streambuf<char, std::char_traits<char> >::setp(char*, char*)	W	23	23	NEAR	1.0000	libstdcxx/system	1
_ZNSt15basic_streambufIcSt11char_traitsIcEE4syncEv	std::basic_streambuf<char, std::char_traits<char> >::sync()	W	7	7	IDENTICAL	1.0000	libstdcxx/system	1
_ZNSt15basic_streambufIcSt11char_traitsIcEE5gbumpEi	std::basic_streambuf<char, std::char_traits<char> >::gbump(int)	W	14	14	IDENTICAL	1.0000	libstdcxx/system	1
_ZNSt15basic_streambufIcSt11char_traitsIcEE5imbueERKSt6locale	std::basic_streambuf<char, std::char_traits<char> >::imbue(std::locale const&)	W	5	5	IDENTICAL	1.0000	libstdcxx/system	1
_ZNSt15basic_streambufIcSt11char_traitsIcEE5pbumpEi	std::basic_streambuf<char, std::char_traits<char> >::pbump(int)	W	14	14	IDENTICAL	1.0000	libstdcxx/system	1
_ZNSt15basic_streambufIcSt11char_traitsIcEE5sgetcEv	std::basic_streambuf<char, std::char_traits<char> >::sgetc()	W	33	34	DIFF	0.9333	libstdcxx/system	1
_ZNSt15basic_streambufIcSt11char_traitsIcEE5sgetnEPci	std::basic_streambuf<char, std::char_traits<char> >::sgetn(char*, int)	W	17	18	DIFF	0.8750	libstdcxx/system	1
_ZNSt15basic_streambufIcSt11char_traitsIcEE5sputcEc	std::basic_streambuf<char, std::char_traits<char> >::sputc(char)	W	55	57	DIFF	0.9200	libstdcxx/system	1
_ZNSt15basic_streambufIcSt11char_traitsIcEE5sputnEPKci	std::basic_streambuf<char, std::char_traits<char> >::sputn(char const*, int)	W	17	18	DIFF	0.8750	libstdcxx/system	1
_ZNSt15basic_streambufIcSt11char_traitsIcEE5uflowEv	std::basic_streambuf<char, std::char_traits<char> >::uflow()	W	48	50	DIFF	0.9000	libstdcxx/system	1
