status	name	orig_addr	orig_size	new_addr	new_size
DIFF	_ZN17CPacketTranslater28onLoadBlackIPMonitorDeleteIPEP12PacketHeader	0x80896e2	0x142	0x8074dd2	0x148
DIFF	_ZN17CPacketTranslater28onLoadBlackIPMonitorPartLoadEP12PacketHeader	0x80895a0	0x142	0x8074c8a	0x148
DIFF	_ZN17CPacketTranslater28onWebReqReloadAutoPunishRuleEP12PacketHeader	0x8088b38	0x10c	0x80741de	0x112
DIFF	_ZN17CPacketTranslater29OnRequestReloadPowerWarRankerEP12PacketHeader	0x808a2c8	0x148	0x80759b4	0x148
DIFF	_ZN17CPacketTranslater29SendRequestMemberDeleteResultEP5CUserhPKc	0x80807da	0x6b	0x8069502	0x79
DIFF	_ZN17CPacketTranslater29onItemLimitEditionLoadDataReqEP12PacketHeader	0x808a79e	0x3ad	0x8075e90	0x3b5
DIFF	_ZN17CPacketTranslater29onItemLimitEditionLoadDataRpyEP12PacketHeader	0x808ab4c	0x566	0x8076246	0x509
DIFF	_ZN17CPacketTranslater29onSocialEventRewardItemUpdateEP12PacketHeader	0x8090738	0x2ac	0x807bd54	0x2ce
DIFF	_ZN17CPacketTranslater30OnDBMWResponseBlackListOnLoginEP12PacketHeader	0x80866d4	0x26d	0x8072194	0x26c
DIFF	_ZN17CPacketTranslater30OnGameMonitorGMVillageAttackedEP12PacketHeader	0x808e168	0x1fc	0x8079862	0x1f6
DIFF	_ZN17CPacketTranslater30OnMonitorMegaPhoneMsgHyperLinkEP12PacketHeader	0x808fab8	0x4b	0x807b082	0x4e
DIFF	_ZN17CPacketTranslater30OnNoticeMemberChatMsgHyperLinkEP12PacketHeader	0x808ec94	0x3aa	0x807a362	0x3a7
DIFF	_ZN17CPacketTranslater30onReloadSecurityRestrictPolicyEP12PacketHeader	0x80923de	0x13a	0x807d98c	0x140
DIFF	_ZN17CPacketTranslater30onRequestCharacTowerUpdateRankEP12PacketHeader	0x8088880	0x178	0x8073f28	0x172
DIFF	_ZN17CPacketTranslater30onSocialEventRewardItemInfoAllEP12PacketHeader	0x80903c6	0x371	0x807b9de	0x376
NEAR	_ZN17CPacketTranslater30onSocialEventRewardItemRequestEP12PacketHeader	0x808fb04	0x1df	0x807b0d0	0x1df
DIFF	_ZN17CPacketTranslater31onRequestCharacInfoByCharacNameEP12PacketHeader	0x80909e4	0x259	0x807c022	0x29d
DIFF	_ZN17CPacketTranslater31onSocialEventRewardItemResponseEP12PacketHeader	0x808fce4	0x2d2	0x807b2b0	0x305
DIFF	_ZN17CPacketTranslater32SendNoticeMemberEnterPacketReplyEP5CUserS1_hhhhh	0x80806fc	0xdd	0x806942a	0xd7
DIFF	_ZN17CPacketTranslater32onItemLimitEditionBuyableRequestEP12PacketHeader	0x808b49a	0x2b9	0x8076b60	0x2c1
DIFF	_ZN17CPacketTranslater36OnNoticeOtherChannelChatMsgHyperLinkEP12PacketHeader	0x808f03e	0xa79	0x807a70a	0x978
DIFF	_ZN17CPacketTranslater7OnLoginEP12PacketHeader	0x807dd0e	0x61c	0x806957c	0x684
DIFF	_ZN17CPacketTranslater8OnLogoutEP12PacketHeader	0x807e32a	0x973	0x8069c00	0x9a5
DIFF	_ZN20Packet_DB_InsertMailC1Ev	0x80aa328	0xaa	0x807e756	0xaf
DIFF	_ZN20Packet_DB_InsertMailC2Ev	0x80aa328	0xaa	0x807e756	0xaf
DIFF	_ZN38Packet_Monitor_Call_Member_List_ToUserC1Ev	0x80928e0	0x31	0x807e8b4	0x74
DIFF	_ZN38Packet_Monitor_Call_Member_List_ToUserC2Ev	0x80928e0	0x31	0x807e8b4	0x74
